metric_name,metric_date_start,metric_date_end,metric_text,metric_value,metric_numerator,metric_denominator,mmwr_year,mmwr_week
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19340 12:00:00 AM,12/21/2022 12:00:00 PM,,1254,,,2022,51
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19339 12:00:00 AM,12/20/2022 12:00:00 PM,,1179,,,2022,51
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19338 12:00:00 AM,12/19/2022 12:00:00 PM,,1145,,,2022,51
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19337 12:00:00 AM,12/18/2022 12:00:00 PM,,1055,,,2022,51
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19336 12:00:00 AM,12/17/2022 12:00:00 PM,,946,,,2022,50
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19335 12:00:00 AM,12/16/2022 12:00:00 PM,,1044,,,2022,50
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19334 12:00:00 AM,12/15/2022 12:00:00 PM,,1090,,,2022,50
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19333 12:00:00 AM,12/14/2022 12:00:00 PM,,1140,,,2022,50
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19332 12:00:00 AM,12/13/2022 12:00:00 PM,,1149,,,2022,50
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19331 12:00:00 AM,12/12/2022 12:00:00 PM,,1179,,,2022,50
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19330 12:00:00 AM,12/11/2022 12:00:00 PM,,1147,,,2022,50
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19329 12:00:00 AM,12/10/2022 12:00:00 PM,,1169,,,2022,49
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19328 12:00:00 AM,12/09/2022 12:00:00 PM,,1067,,,2022,49
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19327 12:00:00 AM,12/08/2022 12:00:00 PM,,999,,,2022,49
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19326 12:00:00 AM,12/07/2022 12:00:00 PM,,923,,,2022,49
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19325 12:00:00 AM,12/06/2022 12:00:00 PM,,920,,,2022,49
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19324 12:00:00 AM,12/05/2022 12:00:00 PM,,917,,,2022,49
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19323 12:00:00 AM,12/04/2022 12:00:00 PM,,928,,,2022,49
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19322 12:00:00 AM,12/03/2022 12:00:00 PM,,891,,,2022,48
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19321 12:00:00 AM,12/02/2022 12:00:00 PM,,934,,,2022,48
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19320 12:00:00 AM,12/01/2022 12:00:00 PM,,912,,,2022,48
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19319 12:00:00 AM,11/30/2022 12:00:00 PM,,893,,,2022,48
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19318 12:00:00 AM,11/29/2022 12:00:00 PM,,806,,,2022,48
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19317 12:00:00 AM,11/28/2022 12:00:00 PM,,690,,,2022,48
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19316 12:00:00 AM,11/27/2022 12:00:00 PM,,607,,,2022,48
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19315 12:00:00 AM,11/26/2022 12:00:00 PM,,581,,,2022,47
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19314 12:00:00 AM,11/25/2022 12:00:00 PM,,527,,,2022,47
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19313 12:00:00 AM,11/24/2022 12:00:00 PM,,483,,,2022,47
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19312 12:00:00 AM,11/23/2022 12:00:00 PM,,443,,,2022,47
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19311 12:00:00 AM,11/22/2022 12:00:00 PM,,433,,,2022,47
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19310 12:00:00 AM,11/21/2022 12:00:00 PM,,427,,,2022,47
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19309 12:00:00 AM,11/20/2022 12:00:00 PM,,425,,,2022,47
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19308 12:00:00 AM,11/19/2022 12:00:00 PM,,424,,,2022,46
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19307 12:00:00 AM,11/18/2022 12:00:00 PM,,410,,,2022,46
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19306 12:00:00 AM,11/17/2022 12:00:00 PM,,408,,,2022,46
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19305 12:00:00 AM,11/16/2022 12:00:00 PM,,395,,,2022,46
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19304 12:00:00 AM,11/15/2022 12:00:00 PM,,404,,,2022,46
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19303 12:00:00 AM,11/14/2022 12:00:00 PM,,401,,,2022,46
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19302 12:00:00 AM,11/13/2022 12:00:00 PM,,438,,,2022,46
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19301 12:00:00 AM,11/12/2022 12:00:00 PM,,417,,,2022,45
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19300 12:00:00 AM,11/11/2022 12:00:00 PM,,391,,,2022,45
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19299 12:00:00 AM,11/10/2022 12:00:00 PM,,399,,,2022,45
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19298 12:00:00 AM,11/09/2022 12:00:00 PM,,413,,,2022,45
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19297 12:00:00 AM,11/08/2022 12:00:00 PM,,393,,,2022,45
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19296 12:00:00 AM,11/07/2022 12:00:00 PM,,382,,,2022,45
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19295 12:00:00 AM,11/06/2022 12:00:00 PM,,358,,,2022,45
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19294 12:00:00 AM,11/05/2022 12:00:00 PM,,347,,,2022,44
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19293 12:00:00 AM,11/04/2022 12:00:00 PM,,372,,,2022,44
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19292 12:00:00 AM,11/03/2022 12:00:00 PM,,356,,,2022,44
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19291 12:00:00 AM,11/02/2022 12:00:00 PM,,365,,,2022,44
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19290 12:00:00 AM,11/01/2022 12:00:00 PM,,375,,,2022,44
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19289 12:00:00 AM,10/31/2022 12:00:00 PM,,393,,,2022,44
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19288 12:00:00 AM,10/30/2022 12:00:00 PM,,369,,,2022,44
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19287 12:00:00 AM,10/29/2022 12:00:00 PM,,371,,,2022,43
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19286 12:00:00 AM,10/28/2022 12:00:00 PM,,345,,,2022,43
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19285 12:00:00 AM,10/27/2022 12:00:00 PM,,340,,,2022,43
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19284 12:00:00 AM,10/26/2022 12:00:00 PM,,340,,,2022,43
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19283 12:00:00 AM,10/25/2022 12:00:00 PM,,384,,,2022,43
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19282 12:00:00 AM,10/24/2022 12:00:00 PM,,433,,,2022,43
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19281 12:00:00 AM,10/23/2022 12:00:00 PM,,530,,,2022,43
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19280 12:00:00 AM,10/22/2022 12:00:00 PM,,624,,,2022,42
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19279 12:00:00 AM,10/21/2022 12:00:00 PM,,761,,,2022,42
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19278 12:00:00 AM,10/20/2022 12:00:00 PM,,877,,,2022,42
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19277 12:00:00 AM,10/19/2022 12:00:00 PM,,894,,,2022,42
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19276 12:00:00 AM,10/18/2022 12:00:00 PM,,767,,,2022,42
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19275 12:00:00 AM,10/17/2022 12:00:00 PM,,706,,,2022,42
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19274 12:00:00 AM,10/16/2022 12:00:00 PM,,724,,,2022,42
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19273 12:00:00 AM,10/15/2022 12:00:00 PM,,732,,,2022,41
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19272 12:00:00 AM,10/14/2022 12:00:00 PM,,709,,,2022,41
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19271 12:00:00 AM,10/13/2022 12:00:00 PM,,673,,,2022,41
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19270 12:00:00 AM,10/12/2022 12:00:00 PM,,669,,,2022,41
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19269 12:00:00 AM,10/11/2022 12:00:00 PM,,769,,,2022,41
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19268 12:00:00 AM,10/10/2022 12:00:00 PM,,821,,,2022,41
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19267 12:00:00 AM,10/09/2022 12:00:00 PM,,777,,,2022,41
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19266 12:00:00 AM,10/08/2022 12:00:00 PM,,772,,,2022,40
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19265 12:00:00 AM,10/07/2022 12:00:00 PM,,744,,,2022,40
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19264 12:00:00 AM,10/06/2022 12:00:00 PM,,772,,,2022,40
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19263 12:00:00 AM,10/05/2022 12:00:00 PM,,821,,,2022,40
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19262 12:00:00 AM,10/04/2022 12:00:00 PM,,852,,,2022,40
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19261 12:00:00 AM,10/03/2022 12:00:00 PM,,847,,,2022,40
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19260 12:00:00 AM,10/02/2022 12:00:00 PM,,822,,,2022,40
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19259 12:00:00 AM,10/01/2022 12:00:00 PM,,811,,,2022,39
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19258 12:00:00 AM,09/30/2022 12:00:00 PM,,889,,,2022,39
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19257 12:00:00 AM,09/29/2022 12:00:00 PM,,934,,,2022,39
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19256 12:00:00 AM,09/28/2022 12:00:00 PM,,915,,,2022,39
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19255 12:00:00 AM,09/27/2022 12:00:00 PM,,845,,,2022,39
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19254 12:00:00 AM,09/26/2022 12:00:00 PM,,794,,,2022,39
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19253 12:00:00 AM,09/25/2022 12:00:00 PM,,744,,,2022,39
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19252 12:00:00 AM,09/24/2022 12:00:00 PM,,677,,,2022,38
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19251 12:00:00 AM,09/23/2022 12:00:00 PM,,586,,,2022,38
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19250 12:00:00 AM,09/22/2022 12:00:00 PM,,510,,,2022,38
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19249 12:00:00 AM,09/21/2022 12:00:00 PM,,497,,,2022,38
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19248 12:00:00 AM,09/20/2022 12:00:00 PM,,508,,,2022,38
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19247 12:00:00 AM,09/19/2022 12:00:00 PM,,513,,,2022,38
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19246 12:00:00 AM,09/18/2022 12:00:00 PM,,530,,,2022,38
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19245 12:00:00 AM,09/17/2022 12:00:00 PM,,563,,,2022,37
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19244 12:00:00 AM,09/16/2022 12:00:00 PM,,562,,,2022,37
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19243 12:00:00 AM,09/15/2022 12:00:00 PM,,614,,,2022,37
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19242 12:00:00 AM,09/14/2022 12:00:00 PM,,644,,,2022,37
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19241 12:00:00 AM,09/13/2022 12:00:00 PM,,630,,,2022,37
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19240 12:00:00 AM,09/12/2022 12:00:00 PM,,613,,,2022,37
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19239 12:00:00 AM,09/11/2022 12:00:00 PM,,627,,,2022,37
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19238 12:00:00 AM,09/10/2022 12:00:00 PM,,609,,,2022,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19237 12:00:00 AM,09/09/2022 12:00:00 PM,,647,,,2022,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19236 12:00:00 AM,09/08/2022 12:00:00 PM,,650,,,2022,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19235 12:00:00 AM,09/07/2022 12:00:00 PM,,611,,,2022,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19234 12:00:00 AM,09/06/2022 12:00:00 PM,,613,,,2022,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19233 12:00:00 AM,09/05/2022 12:00:00 PM,,619,,,2022,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19232 12:00:00 AM,09/04/2022 12:00:00 PM,,600,,,2022,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19231 12:00:00 AM,09/03/2022 12:00:00 PM,,563,,,2022,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19230 12:00:00 AM,09/02/2022 12:00:00 PM,,504,,,2022,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19229 12:00:00 AM,09/01/2022 12:00:00 PM,,452,,,2022,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19228 12:00:00 AM,08/31/2022 12:00:00 PM,,443,,,2022,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19227 12:00:00 AM,08/30/2022 12:00:00 PM,,405,,,2022,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19226 12:00:00 AM,08/29/2022 12:00:00 PM,,391,,,2022,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19225 12:00:00 AM,08/28/2022 12:00:00 PM,,395,,,2022,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19224 12:00:00 AM,08/27/2022 12:00:00 PM,,420,,,2022,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19223 12:00:00 AM,08/26/2022 12:00:00 PM,,406,,,2022,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19222 12:00:00 AM,08/25/2022 12:00:00 PM,,415,,,2022,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19221 12:00:00 AM,08/24/2022 12:00:00 PM,,446,,,2022,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19220 12:00:00 AM,08/23/2022 12:00:00 PM,,477,,,2022,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19219 12:00:00 AM,08/22/2022 12:00:00 PM,,481,,,2022,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19218 12:00:00 AM,08/21/2022 12:00:00 PM,,465,,,2022,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19217 12:00:00 AM,08/20/2022 12:00:00 PM,,468,,,2022,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19216 12:00:00 AM,08/19/2022 12:00:00 PM,,531,,,2022,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19215 12:00:00 AM,08/18/2022 12:00:00 PM,,550,,,2022,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19214 12:00:00 AM,08/17/2022 12:00:00 PM,,539,,,2022,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19213 12:00:00 AM,08/16/2022 12:00:00 PM,,508,,,2022,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19212 12:00:00 AM,08/15/2022 12:00:00 PM,,520,,,2022,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19211 12:00:00 AM,08/14/2022 12:00:00 PM,,522,,,2022,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19210 12:00:00 AM,08/13/2022 12:00:00 PM,,500,,,2022,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19209 12:00:00 AM,08/12/2022 12:00:00 PM,,475,,,2022,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19208 12:00:00 AM,08/11/2022 12:00:00 PM,,450,,,2022,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19207 12:00:00 AM,08/10/2022 12:00:00 PM,,444,,,2022,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19206 12:00:00 AM,08/09/2022 12:00:00 PM,,451,,,2022,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19205 12:00:00 AM,08/08/2022 12:00:00 PM,,462,,,2022,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19204 12:00:00 AM,08/07/2022 12:00:00 PM,,470,,,2022,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19203 12:00:00 AM,08/06/2022 12:00:00 PM,,479,,,2022,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19202 12:00:00 AM,08/05/2022 12:00:00 PM,,485,,,2022,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19201 12:00:00 AM,08/04/2022 12:00:00 PM,,520,,,2022,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19200 12:00:00 AM,08/03/2022 12:00:00 PM,,521,,,2022,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19199 12:00:00 AM,08/02/2022 12:00:00 PM,,544,,,2022,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19198 12:00:00 AM,08/01/2022 12:00:00 PM,,543,,,2022,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19197 12:00:00 AM,07/31/2022 12:00:00 PM,,559,,,2022,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19196 12:00:00 AM,07/30/2022 12:00:00 PM,,566,,,2022,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19195 12:00:00 AM,07/29/2022 12:00:00 PM,,564,,,2022,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19194 12:00:00 AM,07/28/2022 12:00:00 PM,,580,,,2022,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19193 12:00:00 AM,07/27/2022 12:00:00 PM,,577,,,2022,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19192 12:00:00 AM,07/26/2022 12:00:00 PM,,554,,,2022,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19191 12:00:00 AM,07/25/2022 12:00:00 PM,,548,,,2022,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19190 12:00:00 AM,07/24/2022 12:00:00 PM,,541,,,2022,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19189 12:00:00 AM,07/23/2022 12:00:00 PM,,561,,,2022,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19188 12:00:00 AM,07/22/2022 12:00:00 PM,,578,,,2022,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19187 12:00:00 AM,07/21/2022 12:00:00 PM,,565,,,2022,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19186 12:00:00 AM,07/20/2022 12:00:00 PM,,584,,,2022,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19185 12:00:00 AM,07/19/2022 12:00:00 PM,,631,,,2022,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19184 12:00:00 AM,07/18/2022 12:00:00 PM,,669,,,2022,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19183 12:00:00 AM,07/17/2022 12:00:00 PM,,697,,,2022,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19182 12:00:00 AM,07/16/2022 12:00:00 PM,,681,,,2022,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19181 12:00:00 AM,07/15/2022 12:00:00 PM,,710,,,2022,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19180 12:00:00 AM,07/14/2022 12:00:00 PM,,749,,,2022,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19179 12:00:00 AM,07/13/2022 12:00:00 PM,,766,,,2022,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19178 12:00:00 AM,07/12/2022 12:00:00 PM,,763,,,2022,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19177 12:00:00 AM,07/11/2022 12:00:00 PM,,764,,,2022,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19176 12:00:00 AM,07/10/2022 12:00:00 PM,,775,,,2022,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19175 12:00:00 AM,07/09/2022 12:00:00 PM,,803,,,2022,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19174 12:00:00 AM,07/08/2022 12:00:00 PM,,804,,,2022,27
