url,date,title,pageviews,id
/departments/departments-boards-commissions-and-authorities,07/12/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",63,20200712:/departments/departments-boards-commissions-and-authorities
/payments,07/12/2020 12:00:00 AM,Pay Bills & More,61,20200712:/payments
/covid19testing,07/12/2020 12:00:00 AM,"Somerville Mayor Joe Curtatone Launches COVID-19 Mitigation Plan with Community-Wide Testing, Tracking, Contact Tracing, and Safe Social Isolation Plan",46,20200712:/covid19testing
/moving,07/12/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,46,20200712:/moving
/departments/elections,07/12/2020 12:00:00 AM,Elections,40,20200712:/departments/elections
/departments/finance/assessing/motor-vehicle-and-trailer-excise-tax,07/12/2020 12:00:00 AM,Motor Vehicle & Trailer Excise Tax,40,20200712:/departments/finance/assessing/motor-vehicle-and-trailer-excise-tax
/departments/isd/building-division,07/12/2020 12:00:00 AM,ISD - Building Division,38,20200712:/departments/isd/building-division
/events,07/12/2020 12:00:00 AM,Calendar,37,20200712:/events
/departments/personnel,07/12/2020 12:00:00 AM,Personnel,34,20200712:/departments/personnel
/,07/13/2020 12:00:00 AM,Home,738,20200713:/
/departments/parking-department,07/13/2020 12:00:00 AM,Parking Department,683,20200713:/departments/parking-department
/departments/programs/coronavirus-disease-2019-covid-19-information,07/13/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,680,20200713:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/dpw-sanitation/somerville-trash-recycling-information,07/13/2020 12:00:00 AM,Somerville Trash & Recycling Information,241,20200713:/departments/dpw-sanitation/somerville-trash-recycling-information
/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20,07/13/2020 12:00:00 AM,Phase 3 Business and Gatherings Reopening in Somerville to Begin July 20,203,20200713:/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20
/mobiletesting,07/13/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,151,20200713:/mobiletesting
/departments/finance/assessing,07/13/2020 12:00:00 AM,Assessing,130,20200713:/departments/finance/assessing
/,11/04/2022 12:00:00 AM,Home,1,20221104:/
/payonline,07/13/2020 12:00:00 AM,Pay Bills & More,111,20200713:/payonline
/wastewizard,07/13/2020 12:00:00 AM,Somerville Waste Wizard,109,20200713:/wastewizard
/citizenserve,07/13/2020 12:00:00 AM,Apply for a License or Permit,108,20200713:/citizenserve
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/13/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,107,20200713:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/departments/sweeping,07/13/2020 12:00:00 AM,Street Sweeping,99,20200713:/departments/sweeping
/departments/departments-boards-commissions-and-authorities,07/13/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",78,20200713:/departments/departments-boards-commissions-and-authorities
/payments,07/13/2020 12:00:00 AM,Pay Bills & More,55,20200713:/payments
/covid19testing,07/13/2020 12:00:00 AM,"Somerville Mayor Joe Curtatone Launches COVID-19 Mitigation Plan with Community-Wide Testing, Tracking, Contact Tracing, and Safe Social Isolation Plan",54,20200713:/covid19testing
/events/2020/07/13/covid-19-mobile-testing,07/13/2020 12:00:00 AM,COVID-19 Mobile Testing,49,20200713:/events/2020/07/13/covid-19-mobile-testing
/moving,07/13/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,44,20200713:/moving
/news/help-stop-black-swallow-wort-somerville,07/13/2020 12:00:00 AM,Help Stop Black Swallow-Wort in Somerville,42,20200713:/news/help-stop-black-swallow-wort-somerville
/events,07/13/2020 12:00:00 AM,Calendar,35,20200713:/events
/departments/elections,07/13/2020 12:00:00 AM,Elections,34,20200713:/departments/elections
/departments/parking-department,07/14/2020 12:00:00 AM,Parking Department,1432,20200714:/departments/parking-department
/,07/14/2020 12:00:00 AM,Home,1370,20200714:/
/departments/programs/coronavirus-disease-2019-covid-19-information,07/14/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,1204,20200714:/departments/programs/coronavirus-disease-2019-covid-19-information
/mobiletesting,07/14/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,379,20200714:/mobiletesting
/departments/dpw-sanitation/somerville-trash-recycling-information,07/14/2020 12:00:00 AM,Somerville Trash & Recycling Information,294,20200714:/departments/dpw-sanitation/somerville-trash-recycling-information
/citizenserve,07/14/2020 12:00:00 AM,Apply for a License or Permit,292,20200714:/citizenserve
/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20,07/14/2020 12:00:00 AM,Phase 3 Business and Gatherings Reopening in Somerville to Begin July 20,278,20200714:/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20
/departments/finance/assessing,07/14/2020 12:00:00 AM,Assessing,227,20200714:/departments/finance/assessing
/mobiletesting,07/23/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,291,20200723:/mobiletesting
/departments/departments-boards-commissions-and-authorities,07/14/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",226,20200714:/departments/departments-boards-commissions-and-authorities
/payonline,07/14/2020 12:00:00 AM,Pay Bills & More,202,20200714:/payonline
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/14/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,201,20200714:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/departments/isd/building-division,07/14/2020 12:00:00 AM,ISD - Building Division,180,20200714:/departments/isd/building-division
/departments/sweeping,07/14/2020 12:00:00 AM,Street Sweeping,177,20200714:/departments/sweeping
/moving,07/14/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,142,20200714:/moving
/covid19testing,07/14/2020 12:00:00 AM,"Somerville Mayor Joe Curtatone Launches COVID-19 Mitigation Plan with Community-Wide Testing, Tracking, Contact Tracing, and Safe Social Isolation Plan",129,20200714:/covid19testing
/wastewizard,07/14/2020 12:00:00 AM,Somerville Waste Wizard,125,20200714:/wastewizard
/payments,07/14/2020 12:00:00 AM,Pay Bills & More,111,20200714:/payments
/isd,07/14/2020 12:00:00 AM,Inspectional Services Department (ISD),87,20200714:/isd
/departments/contact-us,07/14/2020 12:00:00 AM,Contact Us,81,20200714:/departments/contact-us
/citycouncil,07/14/2020 12:00:00 AM,City Council,79,20200714:/citycouncil
/departments/parking-department,07/15/2020 12:00:00 AM,Parking Department,1477,20200715:/departments/parking-department
/,07/15/2020 12:00:00 AM,Home,1362,20200715:/
/departments/programs/coronavirus-disease-2019-covid-19-information,07/15/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,893,20200715:/departments/programs/coronavirus-disease-2019-covid-19-information
/mobiletesting,07/15/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,303,20200715:/mobiletesting
/citizenserve,07/15/2020 12:00:00 AM,Apply for a License or Permit,299,20200715:/citizenserve
/departments/finance/assessing,07/15/2020 12:00:00 AM,Assessing,259,20200715:/departments/finance/assessing
/departments/dpw-sanitation/somerville-trash-recycling-information,07/15/2020 12:00:00 AM,Somerville Trash & Recycling Information,219,20200715:/departments/dpw-sanitation/somerville-trash-recycling-information
/payonline,07/15/2020 12:00:00 AM,Pay Bills & More,204,20200715:/payonline
/departments/departments-boards-commissions-and-authorities,07/15/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",203,20200715:/departments/departments-boards-commissions-and-authorities
/departments/isd/building-division,07/15/2020 12:00:00 AM,ISD - Building Division,164,20200715:/departments/isd/building-division
/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20,07/15/2020 12:00:00 AM,Phase 3 Business and Gatherings Reopening in Somerville to Begin July 20,148,20200715:/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20
/departments/sweeping,07/15/2020 12:00:00 AM,Street Sweeping,136,20200715:/departments/sweeping
/payments,07/15/2020 12:00:00 AM,Pay Bills & More,134,20200715:/payments
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/15/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,111,20200715:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/citycouncil,07/15/2020 12:00:00 AM,City Council,107,20200715:/citycouncil
/moving,07/15/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,106,20200715:/moving
/events,07/15/2020 12:00:00 AM,Calendar,99,20200715:/events
/fy21budget,07/15/2020 12:00:00 AM,FY 2021 Budget Process,92,20200715:/fy21budget
/wastewizard,07/15/2020 12:00:00 AM,Somerville Waste Wizard,90,20200715:/wastewizard
/departments/finance/purchasing,07/15/2020 12:00:00 AM,Purchasing,77,20200715:/departments/finance/purchasing
/departments/parking-department,07/16/2020 12:00:00 AM,Parking Department,1379,20200716:/departments/parking-department
/,07/16/2020 12:00:00 AM,Home,1187,20200716:/
/departments/programs/coronavirus-disease-2019-covid-19-information,07/16/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,851,20200716:/departments/programs/coronavirus-disease-2019-covid-19-information
/citizenserve,07/16/2020 12:00:00 AM,Apply for a License or Permit,264,20200716:/citizenserve
/mobiletesting,07/16/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,259,20200716:/mobiletesting
/departments/dpw-sanitation/somerville-trash-recycling-information,07/16/2020 12:00:00 AM,Somerville Trash & Recycling Information,253,20200716:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/finance/assessing,07/16/2020 12:00:00 AM,Assessing,245,20200716:/departments/finance/assessing
/departments/departments-boards-commissions-and-authorities,07/16/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",218,20200716:/departments/departments-boards-commissions-and-authorities
/payonline,07/16/2020 12:00:00 AM,Pay Bills & More,206,20200716:/payonline
/departments/isd/building-division,07/16/2020 12:00:00 AM,ISD - Building Division,142,20200716:/departments/isd/building-division
/departments/sweeping,07/16/2020 12:00:00 AM,Street Sweeping,134,20200716:/departments/sweeping
/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20,07/16/2020 12:00:00 AM,Phase 3 Business and Gatherings Reopening in Somerville to Begin July 20,132,20200716:/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20
/citizenserve,07/23/2020 12:00:00 AM,Apply for a License or Permit,235,20200723:/citizenserve
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/16/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,122,20200716:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/moving,07/16/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,118,20200716:/moving
/payments,07/16/2020 12:00:00 AM,Pay Bills & More,91,20200716:/payments
/wastewizard,07/16/2020 12:00:00 AM,Somerville Waste Wizard,85,20200716:/wastewizard
/departments/contact-us,07/16/2020 12:00:00 AM,Contact Us,83,20200716:/departments/contact-us
/departments/elections,07/16/2020 12:00:00 AM,Elections,83,20200716:/departments/elections
/citycouncil,07/16/2020 12:00:00 AM,City Council,70,20200716:/citycouncil
/covid19testing,07/16/2020 12:00:00 AM,"Somerville Mayor Joe Curtatone Launches COVID-19 Mitigation Plan with Community-Wide Testing, Tracking, Contact Tracing, and Safe Social Isolation Plan",68,20200716:/covid19testing
/,07/17/2020 12:00:00 AM,Home,1200,20200717:/
/departments/parking-department,07/17/2020 12:00:00 AM,Parking Department,1025,20200717:/departments/parking-department
/elections,07/17/2020 12:00:00 AM,Elections,1006,20200717:/elections
/departments/programs/coronavirus-disease-2019-covid-19-information,07/17/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,862,20200717:/departments/programs/coronavirus-disease-2019-covid-19-information
/citizenserve,07/17/2020 12:00:00 AM,Apply for a License or Permit,287,20200717:/citizenserve
/parking,07/17/2020 12:00:00 AM,Parking Department,276,20200717:/parking
/mobiletesting,07/17/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,265,20200717:/mobiletesting
/departments/departments-boards-commissions-and-authorities,07/17/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",248,20200717:/departments/departments-boards-commissions-and-authorities
/departments/finance/assessing,07/17/2020 12:00:00 AM,Assessing,223,20200717:/departments/finance/assessing
/departments/dpw-sanitation/somerville-trash-recycling-information,07/17/2020 12:00:00 AM,Somerville Trash & Recycling Information,209,20200717:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/elections/register-to-vote,07/17/2020 12:00:00 AM,Register to Vote,187,20200717:/departments/elections/register-to-vote
/payonline,07/17/2020 12:00:00 AM,Pay Bills & More,156,20200717:/payonline
/moving,07/17/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,148,20200717:/moving
/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20,07/17/2020 12:00:00 AM,Phase 3 Business and Gatherings Reopening in Somerville to Begin July 20,131,20200717:/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20
/departments/isd/building-division,07/17/2020 12:00:00 AM,ISD - Building Division,129,20200717:/departments/isd/building-division
/departments/sweeping,07/17/2020 12:00:00 AM,Street Sweeping,123,20200717:/departments/sweeping
/payments,07/17/2020 12:00:00 AM,Pay Bills & More,123,20200717:/payments
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/17/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,111,20200717:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/departments/finance/purchasing,07/17/2020 12:00:00 AM,Purchasing,107,20200717:/departments/finance/purchasing
/wastewizard,07/17/2020 12:00:00 AM,Somerville Waste Wizard,103,20200717:/wastewizard
/departments/programs/coronavirus-disease-2019-covid-19-information,07/18/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,1266,20200718:/departments/programs/coronavirus-disease-2019-covid-19-information
/,07/18/2020 12:00:00 AM,Home,1162,20200718:/
/news/phase-3-business-reopening-somerville-pushed-august-3-earliest,07/18/2020 12:00:00 AM,Phase 3 Business Reopening in Somerville Pushed to August 3 -- At Earliest,1023,20200718:/news/phase-3-business-reopening-somerville-pushed-august-3-earliest
/departments/parking-department,07/18/2020 12:00:00 AM,Parking Department,832,20200718:/departments/parking-department
/parking,07/18/2020 12:00:00 AM,Parking Department,336,20200718:/parking
/mobiletesting,07/18/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,322,20200718:/mobiletesting
/covid19testing,07/18/2020 12:00:00 AM,"Somerville Mayor Joe Curtatone Launches COVID-19 Mitigation Plan with Community-Wide Testing, Tracking, Contact Tracing, and Safe Social Isolation Plan",253,20200718:/covid19testing
/elections,07/18/2020 12:00:00 AM,Elections,235,20200718:/elections
/citizenserve,07/18/2020 12:00:00 AM,Apply for a License or Permit,195,20200718:/citizenserve
/departments/finance/assessing,07/18/2020 12:00:00 AM,Assessing,184,20200718:/departments/finance/assessing
/departments/dpw-sanitation/somerville-trash-recycling-information,07/18/2020 12:00:00 AM,Somerville Trash & Recycling Information,170,20200718:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/departments-boards-commissions-and-authorities,07/18/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",161,20200718:/departments/departments-boards-commissions-and-authorities
/payonline,07/18/2020 12:00:00 AM,Pay Bills & More,136,20200718:/payonline
/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20,07/18/2020 12:00:00 AM,Phase 3 Business and Gatherings Reopening in Somerville to Begin July 20,117,20200718:/news/phase-3-business-and-gatherings-reopening-somerville-begin-july-20
/wastewizard,07/18/2020 12:00:00 AM,Somerville Waste Wizard,115,20200718:/wastewizard
/payonline,07/25/2020 12:00:00 AM,Pay Bills & More,132,20200725:/payonline
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/18/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,108,20200718:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/departments/sweeping,07/18/2020 12:00:00 AM,Street Sweeping,101,20200718:/departments/sweeping
/payments,07/18/2020 12:00:00 AM,Pay Bills & More,100,20200718:/payments
/moving,07/18/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,99,20200718:/moving
/departments/isd/building-division,07/18/2020 12:00:00 AM,ISD - Building Division,92,20200718:/departments/isd/building-division
/departments/programs/coronavirus-disease-2019-covid-19-information,07/19/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,633,20200719:/departments/programs/coronavirus-disease-2019-covid-19-information
/,07/19/2020 12:00:00 AM,Home,565,20200719:/
/departments/parking-department,07/19/2020 12:00:00 AM,Parking Department,429,20200719:/departments/parking-department
/parking,07/19/2020 12:00:00 AM,Parking Department,216,20200719:/parking
/news/phase-3-business-reopening-somerville-pushed-august-3-earliest,07/19/2020 12:00:00 AM,Phase 3 Business Reopening in Somerville Pushed to August 3 -- At Earliest,199,20200719:/news/phase-3-business-reopening-somerville-pushed-august-3-earliest
/mobiletesting,07/19/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,176,20200719:/mobiletesting
/departments/dpw-sanitation/somerville-trash-recycling-information,07/19/2020 12:00:00 AM,Somerville Trash & Recycling Information,158,20200719:/departments/dpw-sanitation/somerville-trash-recycling-information
/covid19testing,07/19/2020 12:00:00 AM,"Somerville Mayor Joe Curtatone Launches COVID-19 Mitigation Plan with Community-Wide Testing, Tracking, Contact Tracing, and Safe Social Isolation Plan",95,20200719:/covid19testing
/departments/finance/assessing,07/19/2020 12:00:00 AM,Assessing,93,20200719:/departments/finance/assessing
/wastewizard,07/19/2020 12:00:00 AM,Somerville Waste Wizard,91,20200719:/wastewizard
/payonline,07/19/2020 12:00:00 AM,Pay Bills & More,89,20200719:/payonline
/moving,07/19/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,75,20200719:/moving
/elections,07/19/2020 12:00:00 AM,Elections,70,20200719:/elections
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/19/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,65,20200719:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/citizenserve,07/19/2020 12:00:00 AM,Apply for a License or Permit,58,20200719:/citizenserve
/departments/elections,07/19/2020 12:00:00 AM,Elections,58,20200719:/departments/elections
/payments,07/19/2020 12:00:00 AM,Pay Bills & More,49,20200719:/payments
/311,07/19/2020 12:00:00 AM,311 Service Center,39,20200719:/311
/mayor,07/19/2020 12:00:00 AM,Mayor's Office,32,20200719:/mayor
/alerts,07/19/2020 12:00:00 AM,Alerts,31,20200719:/alerts
/,07/20/2020 12:00:00 AM,Home,638,20200720:/
/departments/programs/coronavirus-disease-2019-covid-19-information,07/20/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,614,20200720:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/parking-department,07/20/2020 12:00:00 AM,Parking Department,506,20200720:/departments/parking-department
/departments/dpw-sanitation/somerville-trash-recycling-information,07/20/2020 12:00:00 AM,Somerville Trash & Recycling Information,251,20200720:/departments/dpw-sanitation/somerville-trash-recycling-information
/mobiletesting,07/20/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,199,20200720:/mobiletesting
/parking,07/20/2020 12:00:00 AM,Parking Department,173,20200720:/parking
/departments/finance/assessing,07/20/2020 12:00:00 AM,Assessing,145,20200720:/departments/finance/assessing
/news/phase-3-business-reopening-somerville-pushed-august-3-earliest,07/20/2020 12:00:00 AM,Phase 3 Business Reopening in Somerville Pushed to August 3 -- At Earliest,134,20200720:/news/phase-3-business-reopening-somerville-pushed-august-3-earliest
/wastewizard,07/20/2020 12:00:00 AM,Somerville Waste Wizard,128,20200720:/wastewizard
/departments/sweeping,07/20/2020 12:00:00 AM,Street Sweeping,103,20200720:/departments/sweeping
/moving,07/20/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,102,20200720:/moving
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/20/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,77,20200720:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/departments/elections,07/20/2020 12:00:00 AM,Elections,71,20200720:/departments/elections
/covid19testing,07/20/2020 12:00:00 AM,"Somerville Mayor Joe Curtatone Launches COVID-19 Mitigation Plan with Community-Wide Testing, Tracking, Contact Tracing, and Safe Social Isolation Plan",68,20200720:/covid19testing
/payonline,07/20/2020 12:00:00 AM,Pay Bills & More,64,20200720:/payonline
/payments,07/20/2020 12:00:00 AM,Pay Bills & More,61,20200720:/payments
/citizenserve,07/20/2020 12:00:00 AM,Apply for a License or Permit,54,20200720:/citizenserve
/departments/departments-boards-commissions-and-authorities,07/20/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",52,20200720:/departments/departments-boards-commissions-and-authorities
/summer2020,07/20/2020 12:00:00 AM,"Somerville Summer Updates: Pool, Splash Pad, and Playground Openings; New Summer Face Covering Guidelines; Heat Safety Tips",50,20200720:/summer2020
/departments/personnel,07/20/2020 12:00:00 AM,Personnel,40,20200720:/departments/personnel
/departments/programs/coronavirus-disease-2019-covid-19-information,07/21/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,1187,20200721:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/parking-department,07/21/2020 12:00:00 AM,Parking Department,1101,20200721:/departments/parking-department
/mobiletesting,07/21/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,449,20200721:/mobiletesting
/parking,07/21/2020 12:00:00 AM,Parking Department,345,20200721:/parking
/citizenserve,07/21/2020 12:00:00 AM,Apply for a License or Permit,317,20200721:/citizenserve
/departments/dpw-sanitation/somerville-trash-recycling-information,07/21/2020 12:00:00 AM,Somerville Trash & Recycling Information,270,20200721:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/finance/assessing,07/21/2020 12:00:00 AM,Assessing,246,20200721:/departments/finance/assessing
/departments/departments-boards-commissions-and-authorities,07/21/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",243,20200721:/departments/departments-boards-commissions-and-authorities
/news/phase-3-business-reopening-somerville-pushed-august-3-earliest,07/21/2020 12:00:00 AM,Phase 3 Business Reopening in Somerville Pushed to August 3 -- At Earliest,217,20200721:/news/phase-3-business-reopening-somerville-pushed-august-3-earliest
/payonline,07/21/2020 12:00:00 AM,Pay Bills & More,198,20200721:/payonline
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/21/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,193,20200721:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/departments/isd/building-division,07/21/2020 12:00:00 AM,ISD - Building Division,152,20200721:/departments/isd/building-division
/departments/sweeping,07/21/2020 12:00:00 AM,Street Sweeping,151,20200721:/departments/sweeping
/covid19testing,07/21/2020 12:00:00 AM,"Somerville Mayor Joe Curtatone Launches COVID-19 Mitigation Plan with Community-Wide Testing, Tracking, Contact Tracing, and Safe Social Isolation Plan",149,20200721:/covid19testing
/moving,07/21/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,147,20200721:/moving
/payments,07/21/2020 12:00:00 AM,Pay Bills & More,133,20200721:/payments
/events/2020/07/23/covid-19-mobile-testing,07/21/2020 12:00:00 AM,COVID-19 Mobile Testing,127,20200721:/events/2020/07/23/covid-19-mobile-testing
/departments/elections,07/21/2020 12:00:00 AM,Elections,117,20200721:/departments/elections
/wastewizard,07/21/2020 12:00:00 AM,Somerville Waste Wizard,115,20200721:/wastewizard
/,07/22/2020 12:00:00 AM,Home,1301,20200722:/
/departments/programs/coronavirus-disease-2019-covid-19-information,07/22/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,1051,20200722:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/parking-department,07/22/2020 12:00:00 AM,Parking Department,1027,20200722:/departments/parking-department
/parking,07/22/2020 12:00:00 AM,Parking Department,400,20200722:/parking
/mobiletesting,07/22/2020 12:00:00 AM,Somerville Launches Mobile COVID-19 Testing Unit,333,20200722:/mobiletesting
/citizenserve,07/22/2020 12:00:00 AM,Apply for a License or Permit,314,20200722:/citizenserve
/departments/finance/assessing,07/22/2020 12:00:00 AM,Assessing,304,20200722:/departments/finance/assessing
/departments/dpw-sanitation/somerville-trash-recycling-information,07/22/2020 12:00:00 AM,Somerville Trash & Recycling Information,293,20200722:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/departments-boards-commissions-and-authorities,07/22/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",190,20200722:/departments/departments-boards-commissions-and-authorities
/departments/sweeping,07/22/2020 12:00:00 AM,Street Sweeping,163,20200722:/departments/sweeping
/payonline,07/22/2020 12:00:00 AM,Pay Bills & More,154,20200722:/payonline
/departments/isd/building-division,07/22/2020 12:00:00 AM,ISD - Building Division,146,20200722:/departments/isd/building-division
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/22/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,139,20200722:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/wastewizard,07/22/2020 12:00:00 AM,Somerville Waste Wizard,132,20200722:/wastewizard
/covid19testingatassembly,07/22/2020 12:00:00 AM,Somerville’s Cambridge Health Alliance Testing Site Moved to Assembly Square,125,20200722:/covid19testingatassembly
/news/phase-3-business-reopening-somerville-pushed-august-3-earliest,07/22/2020 12:00:00 AM,Phase 3 Business Reopening in Somerville Pushed to August 3 -- At Earliest,125,20200722:/news/phase-3-business-reopening-somerville-pushed-august-3-earliest
/departments/elections,07/22/2020 12:00:00 AM,Elections,112,20200722:/departments/elections
/moving,07/22/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,112,20200722:/moving
/covid19testing,07/22/2020 12:00:00 AM,"Somerville Mayor Joe Curtatone Launches COVID-19 Mitigation Plan with Community-Wide Testing, Tracking, Contact Tracing, and Safe Social Isolation Plan",95,20200722:/covid19testing
/payments,07/22/2020 12:00:00 AM,Pay Bills & More,92,20200722:/payments
/,07/23/2020 12:00:00 AM,Home,1126,20200723:/
/departments/parking-department,07/23/2020 12:00:00 AM,Parking Department,912,20200723:/departments/parking-department
/departments/programs/coronavirus-disease-2019-covid-19-information,07/23/2020 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,870,20200723:/departments/programs/coronavirus-disease-2019-covid-19-information
/parking,07/23/2020 12:00:00 AM,Parking Department,352,20200723:/parking
/departments/dpw-sanitation/somerville-trash-recycling-information,07/23/2020 12:00:00 AM,Somerville Trash & Recycling Information,193,20200723:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/finance/assessing,07/23/2020 12:00:00 AM,Assessing,191,20200723:/departments/finance/assessing
/departments/departments-boards-commissions-and-authorities,07/23/2020 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",164,20200723:/departments/departments-boards-commissions-and-authorities
/payonline,07/23/2020 12:00:00 AM,Pay Bills & More,153,20200723:/payonline
/moving,07/23/2020 12:00:00 AM,Moving to Somerville: A New Resident's Guide,148,20200723:/moving
/departments/sweeping,07/23/2020 12:00:00 AM,Street Sweeping,146,20200723:/departments/sweeping
/departments/isd/building-division,07/23/2020 12:00:00 AM,ISD - Building Division,133,20200723:/departments/isd/building-division
/news/covid-19-update-42820-and-free-covid-19-testing-somerville,07/23/2020 12:00:00 AM,COVID-19 Update for 4/28/20 and Free COVID-19 Testing in Somerville,112,20200723:/news/covid-19-update-42820-and-free-covid-19-testing-somerville
/covid19testingatassembly,07/23/2020 12:00:00 AM,Somerville’s Cambridge Health Alliance Testing Site Moved to Assembly Square,108,20200723:/covid19testingatassembly
